employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
15510,24,No,travel rarely,803.1,24,2,technical degree,3,Male,57,2,1, laboratory technician ,1,married,48620.0,10036,0,No,14,3.2,2,3,10.0,3,3.0,1,0,0,1999,No
15550,32,No,travel rarely,824.0,5,2,life sciences,4,Female,67,2,2, research scientist ,2,married,58780.0,15624,3,No,12,3.0,1,1,12.0,2,3.0,7,2,5,1991,Yes
16040,28,Yes,travel rarely,329.0,24,3,medical,3,Male,51,3,1, laboratory technician ,2,married,48620.0,7324,1,No,17,3.0,3,3,10.0,3,3.0,1,0,0,1995,No
17570,49,No,travel rarely,1313.0,11,4,life sciences,4,Female,0,3,2, sales executive ,4,single,48620.0,8191,3,No,12,3.0,3,0,8.0,1,4.0,5,0,4,1974,Yes
17600,38,No,travel frequently,594.0,2,2,medical,3,Female,75,2,1, laboratory technician ,2,married,24680.0,15963,4,No,14,3.0,2,1,9.0,4,2.0,6,0,5,1985,No
17890,46,No,travel rarely,734.0,2,4,life sciences,3,Male,46,3,5, research director ,4,married,48620.0,14218,7,No,17,3.0,3,1,24.0,3,3.0,2,2,2,1977,Yes
18070,34,Yes,travel frequently,234.0,9,4,life sciences,4,Male,93,3,2, laboratory technician ,1,married,48620.0,6208,4,No,17,3.0,3,1,10.0,3,2.0,7,0,7,1989,No
18120,39,No,travel rarely,766.0,20,3,life sciences,3,Male,83,3,2, sales executive ,4,married,41270.0,19188,2,No,18,3.0,4,1,7.0,6,3.0,2,2,2,1984,No
18180,26,Yes,travel rarely,920.0,20,2,life sciences,4,Female,69,3,1, human resources ,2,married,21480.0,6889,0,Yes,11,3.0,3,0,6.0,3,3.0,5,1,4,1997,Yes
18300,54,No,travel rarely,431.0,7,4,medical,4,Female,68,3,2, research scientist ,4,married,48620.0,15696,4,No,15,3.0,2,1,14.0,2,2.0,7,1,7,1969,No
18900,36,No,travel frequently,1213.0,2,1,life sciences,2,Male,94,2,2, human resources ,4,married,38860.0,4223,1,No,21,4.0,4,0,10.0,2,2.0,10,0,8,1987,Yes
19390,32,Yes,travel frequently,238.0,5,2,life sciences,1,Female,47,4,1, research scientist ,3,married,48620.0,15318,3,Yes,14,3.0,1,0,8.0,2,3.0,4,0,3,1991,No
19940,33,No,travel rarely,1313.0,1,2,medical,2,Male,59,2,1, laboratory technician ,3,divorced,48620.0,20439,1,No,12,3.0,3,3,10.0,2,2.0,1,0,0,1990,No
40,37,Yes,travel rarely,1373.0,2,2,life sciences,4,Male,92,2,1, laboratory technician ,3,single,20900.0,2396,6,Yes,15,3.0,2,0,7.0,3,3.0,0,0,0,1986,Yes
100,59,No,travel rarely,1324.0,3,3,medical,3,Female,81,4,1, laboratory technician ,1,married,48620.0,9964,4,No,20,3.2,1,3,12.0,3,2.0,1,0,0,1964,Yes
300,21,No,travel rarely,391.0,15,2,life sciences,3,Male,96,3,1, research scientist ,4,single,48620.0,19281,1,No,14,3.0,4,0,0.0,6,3.0,0,0,0,2002,Yes
410,30,No,travel rarely,125.0,9,2,medical,4,Male,83,2,1, laboratory technician ,3,married,48620.0,16117,1,No,13,3.0,1,0,10.0,5,3.0,10,1,8,1993,No
420,39,Yes,travel rarely,895.0,18,3,technical degree,18,Male,56,3,2, sales representative ,4,married,20860.0,3335,3,No,14,3.0,3,1,19.0,6,4.0,1,0,0,1984,Yes
530,35,No,travel rarely,803.1,4,2,other,3,Male,75,3,1, laboratory technician ,4,divorced,19510.0,10910,1,No,12,3.0,3,1,1.0,3,3.0,1,0,0,1988,Yes
540,27,No,travel rarely,1240.0,2,4,life sciences,4,Female,33,3,1, laboratory technician ,1,divorced,48620.0,19715,1,No,13,3.0,4,1,10.0,6,3.0,1,0,0,1996,No
550,26,Yes,travel rarely,1357.0,25,3,life sciences,1,Male,48,1,1, laboratory technician ,3,single,48620.0,10558,1,No,12,3.0,3,0,1.0,2,2.0,1,0,1,1997,No
640,48,Yes,travel rarely,626.0,1,2,life sciences,1,Male,98,2,3, laboratory technician ,3,married,48620.0,19294,9,No,13,3.0,4,0,10.0,2,3.0,1,0,0,1975,No
700,35,No,non travel,1097.0,11,2,medical,3,Male,79,2,3, healthcare representative ,1,married,48620.0,8302,2,Yes,13,3.0,3,1,10.0,3,3.0,4,2,3,1988,Yes
840,55,No,travel rarely,836.0,8,3,life sciences,4,Female,0,3,4, manager ,3,divorced,48620.0,19730,2,Yes,14,3.0,3,3,21.0,2,3.0,5,0,2,1968,Yes
970,36,No,travel rarely,132.0,6,3,life sciences,2,Female,55,4,1, laboratory technician ,4,married,30380.0,22002,3,No,12,3.0,2,0,10.0,3,3.0,1,0,0,1987,Yes
1060,55,No,travel rarely,111.0,1,2,life sciences,1,Male,70,3,3, sales executive ,4,married,48620.0,18092,3,No,14,3.0,4,1,10.0,4,3.0,1,1,0,1968,Yes
1130,23,No,travel rarely,541.0,2,1,technical degree,3,Male,62,3,1, sales representative ,1,divorced,23220.0,9518,3,No,13,3.0,3,1,10.0,3,3.0,0,0,0,2000,No
1370,20,Yes,travel rarely,871.0,6,3,life sciences,4,Female,66,2,1, laboratory technician ,4,single,29260.0,19783,1,Yes,18,3.2,2,0,10.0,5,3.0,1,1,0,2003,No
1390,37,No,travel rarely,1040.0,2,2,life sciences,3,Male,100,2,2, healthcare representative ,4,divorced,48620.0,15850,5,No,14,3.0,4,1,17.0,2,4.0,1,0,0,1986,No
1440,22,No,travel rarely,803.1,15,3,life sciences,2,Female,59,3,1, laboratory technician ,4,single,48620.0,23785,1,No,15,3.0,3,0,10.0,5,3.0,0,0,0,2001,No
1550,36,No,travel rarely,922.0,3,2,life sciences,1,Female,39,3,1, laboratory technician ,4,divorced,28350.0,2561,5,No,22,4.0,1,1,10.0,2,3.0,1,0,0,1987,No
1670,19,Yes,travel rarely,528.0,22,1,marketing,4,Male,0,3,1, sales representative ,3,single,48620.0,26820,1,Yes,19,3.0,4,0,0.0,2,2.0,0,0,0,2004,Yes
2000,41,No,travel rarely,803.1,9,4,life sciences,3,Male,94,3,1, laboratory technician ,1,married,48620.0,6961,2,No,21,4.0,4,1,7.0,2,3.0,5,1,4,1982,Yes
2010,19,No,travel rarely,803.1,18,1,life sciences,2,Female,79,3,1, laboratory technician ,2,single,48620.0,16102,1,No,14,3.2,4,0,1.0,3,3.0,1,0,0,2004,No
2110,51,No,travel rarely,1169.0,7,4,life sciences,2,Male,34,2,2, manufacturing director ,3,married,48620.0,13983,2,No,17,3.0,3,0,10.0,2,3.0,1,0,0,1972,Yes
2140,58,No,travel rarely,1145.0,9,3,life sciences,2,Female,75,2,1, research scientist ,2,married,48620.0,11873,4,Yes,20,4.0,2,1,9.0,3,2.0,1,0,0,1965,No
2430,19,Yes,travel rarely,303.0,2,3,life sciences,2,Male,0,2,1, laboratory technician ,4,single,48620.0,9241,1,No,22,4.0,3,0,1.0,3,2.0,1,1,0,2004,Yes
2710,38,No,travel rarely,1261.0,38,4,life sciences,4,Male,0,3,2, manufacturing director ,3,married,65530.0,7259,9,No,14,3.0,2,0,14.0,3,3.0,1,0,0,1985,No
2820,38,Yes,travel rarely,1180.0,29,1,medical,2,Male,70,3,2, healthcare representative ,1,married,66730.0,11354,7,Yes,19,3.2,2,0,17.0,2,3.0,1,0,0,1985,No
3090,59,No,travel rarely,142.0,3,3,life sciences,3,Male,70,2,1, research scientist ,4,married,21770.0,8456,3,No,17,3.0,1,1,7.0,6,3.0,1,0,0,1964,Yes
3230,50,No,travel rarely,854.0,1,4,medical,4,Female,68,3,5, manager ,4,divorced,195170.0,24118,3,No,11,3.0,3,1,10.0,3,2.0,7,0,6,1973,No
3340,41,No,travel rarely,1411.0,19,2,life sciences,3,Male,36,3,2, research scientist ,1,divorced,48620.0,19877,2,No,16,3.0,1,2,17.0,2,2.0,1,0,0,1982,Yes
3420,37,Yes,travel rarely,504.0,10,3,medical,1,Male,61,3,3, manufacturing director ,3,married,100480.0,22573,6,No,11,3.2,2,2,17.0,5,3.0,1,0,0,1986,Yes
3640,28,Yes,travel rarely,529.0,2,4,life sciences,1,Male,79,3,1, laboratory technician ,3,single,48620.0,14935,2,No,11,3.0,3,0,5.0,5,1.0,0,0,0,1995,No
3670,31,No,travel rarely,1463.0,23,3,medical,2,Male,64,2,2, healthcare representative ,4,married,48620.0,14408,0,No,21,3.2,2,1,10.0,2,3.0,9,7,8,1992,Yes
3920,44,Yes,travel frequently,920.0,12,3,life sciences,12,Male,43,3,1, laboratory technician ,3,married,31610.0,19920,3,Yes,22,4.0,4,1,19.0,0,1.0,1,0,0,1979,Yes
3970,36,No,travel rarely,506.0,3,3,technical degree,3,Male,30,3,2, research scientist ,2,single,48620.0,26285,4,No,12,3.0,4,0,10.0,2,3.0,8,7,7,1987,Yes
4070,36,No,travel rarely,566.0,18,4,life sciences,3,Male,81,4,1, laboratory technician ,4,married,48620.0,7122,4,No,18,3.0,4,2,4.0,2,3.0,1,0,0,1987,Yes
4450,39,Yes,travel rarely,1162.0,3,2,life sciences,4,Female,41,3,2, sales executive ,3,married,52380.0,17778,4,Yes,18,3.0,1,0,12.0,3,2.0,1,0,0,1984,Yes
4680,42,No,travel rarely,810.0,23,5,life sciences,1,Female,44,3,4, research director ,4,single,159920.0,15901,2,No,14,3.0,2,0,16.0,2,3.0,1,0,0,1981,No
4710,32,No,travel rarely,1062.0,2,3,life sciences,3,Female,75,3,1, laboratory technician ,2,married,23700.0,3956,1,No,13,3.2,3,1,8.0,4,3.0,8,0,7,1991,Yes
4730,48,No,travel rarely,530.0,29,1,medical,1,Female,91,3,3, manager ,3,married,48620.0,23978,3,No,21,4.0,2,1,15.0,3,1.0,0,0,0,1975,Yes
4770,42,No,travel rarely,1332.0,2,4,life sciences,1,Male,98,2,2, healthcare representative ,4,married,67810.0,17078,3,No,23,4.0,2,0,10.0,6,3.0,1,0,0,1981,No
4790,36,No,non travel,845.0,1,5,medical,4,Female,45,3,2, sales executive ,4,married,66530.0,15276,4,No,15,3.2,2,0,10.0,6,3.0,1,0,0,1987,Yes
4850,33,Yes,travel rarely,350.0,5,3,marketing,4,Female,34,3,1, sales representative ,3,single,28510.0,9150,1,No,13,3.2,2,0,1.0,2,3.0,1,0,0,1990,No
4870,46,No,travel rarely,1144.0,7,4,medical,3,Female,30,3,2, manufacturing director ,3,married,52580.0,16044,2,No,14,3.0,3,0,7.0,2,4.0,1,0,0,1977,Yes
4940,21,Yes,travel rarely,156.0,12,3,life sciences,3,Female,90,4,1, sales representative ,2,single,48620.0,25422,1,No,15,3.0,4,0,1.0,0,3.0,1,0,0,2002,No
5080,30,No,travel rarely,202.0,2,1,technical degree,3,Male,72,3,1, sales representative ,2,married,24760.0,17434,1,No,18,3.0,1,1,10.0,3,3.0,1,0,0,1993,Yes
5140,30,Yes,travel frequently,464.0,4,3,life sciences,3,Male,40,3,1, research scientist ,4,single,22850.0,3427,9,Yes,23,4.0,3,0,3.0,4,3.0,1,0,0,1993,No
5180,32,No,travel rarely,1305.0,10,4,life sciences,3,Male,49,3,2, manufacturing director ,2,single,41970.0,21123,2,No,12,3.0,4,0,18.0,2,2.0,1,0,1,1986,Yes
5560,38,No,travel frequently,1490.0,2,2,life sciences,4,Male,42,3,1, laboratory technician ,4,married,17020.0,12106,1,Yes,23,4.0,3,1,10.0,3,3.0,1,0,0,1985,No
5660,19,Yes,travel rarely,489.0,2,2,technical degree,1,Male,0,2,1, human resources ,4,single,25640.0,18437,1,No,12,3.0,3,0,1.0,3,4.0,1,0,0,2004,Yes
5680,57,No,travel rarely,210.0,29,3,life sciences,1,Male,56,2,4, manager ,4,divorced,48620.0,22102,3,No,12,3.0,3,1,10.0,3,2.0,1,0,0,1966,Yes
6140,18,Yes,travel frequently,1306.0,5,3,marketing,2,Male,69,3,1, sales representative ,2,married,18780.0,8059,1,Yes,14,3.0,4,0,10.0,3,3.0,0,0,0,2005,No
6150,40,No,travel rarely,1094.0,28,3,other,3,Male,58,1,3, sales executive ,1,married,48620.0,11373,3,No,15,3.0,3,1,20.0,2,3.0,1,0,1,1983,Yes
6220,26,Yes,travel rarely,471.0,24,3,life sciences,3,Male,66,1,1, laboratory technician ,4,single,23400.0,23213,1,Yes,18,3.0,2,0,1.0,3,1.0,1,0,0,1997,Yes
6430,24,No,travel rarely,823.0,17,2,other,4,Male,94,2,1, laboratory technician ,2,married,21270.0,9100,1,No,21,4.0,4,1,1.0,2,3.0,1,0,0,1999,Yes
6480,30,Yes,travel frequently,448.0,12,4,life sciences,2,Male,74,2,1, sales representative ,1,married,20330.0,14470,1,No,18,3.0,3,1,1.0,2,4.0,1,0,0,1993,Yes
6560,37,No,travel rarely,558.0,2,3,marketing,4,Male,75,3,2, sales executive ,3,married,96020.0,3010,4,No,11,3.0,3,1,10.0,3,2.0,3,1,0,1986,No
6570,20,No,travel rarely,959.0,1,3,life sciences,4,Female,83,2,1, research scientist ,2,married,48620.0,11757,1,No,13,3.2,4,0,1.0,0,4.0,1,0,0,2003,Yes
6610,43,No,travel rarely,782.0,14,4,other,2,Male,50,2,4, research director ,4,divorced,166270.0,2671,4,No,14,3.0,3,1,21.0,3,2.8,1,0,0,1980,No
6620,38,No,travel rarely,362.0,27,1,life sciences,3,Female,0,3,1, research scientist ,1,married,48620.0,14561,3,No,17,3.0,4,0,8.0,3,2.0,0,0,0,1985,Yes
6900,29,No,travel rarely,803.1,44,2,medical,2,Female,62,3,2, sales executive ,3,married,48620.0,3487,1,No,14,3.0,1,1,10.0,5,2.0,6,1,2,1994,No
7010,20,Yes,travel rarely,1362.0,10,1,medical,4,Male,32,3,1, research scientist ,3,single,10090.0,26999,1,No,11,3.0,4,0,10.0,5,3.0,1,1,1,2003,Yes
7040,35,No,non travel,727.0,20,3,life sciences,20,Male,41,2,1, laboratory technician ,3,married,48620.0,16900,1,No,18,3.0,3,2,1.0,3,3.0,1,0,0,1988,No
7150,37,No,travel rarely,1225.0,10,2,life sciences,4,Male,80,4,1, research scientist ,4,single,48620.0,15232,3,No,17,3.0,1,0,10.0,2,2.8,1,0,0,1986,Yes
7430,38,No,travel rarely,168.0,1,3,life sciences,3,Female,81,3,3, manufacturing director ,3,single,78610.0,15397,4,Yes,14,3.2,4,0,10.0,4,2.8,1,0,0,1985,Yes
7490,29,No,travel rarely,1396.0,10,3,life sciences,3,Male,0,3,1, sales representative ,3,single,26420.0,2755,1,No,11,3.0,3,0,1.0,6,2.8,1,0,0,1994,No
7730,38,No,travel rarely,268.0,2,5,medical,4,Male,92,3,1, research scientist ,3,married,48620.0,20471,6,Yes,13,3.0,2,1,10.0,0,1.0,1,0,1,1985,Yes
7750,34,No,travel rarely,167.0,8,5,life sciences,2,Female,32,3,2, manufacturing director ,1,married,51210.0,4187,3,No,14,3.0,3,1,10.0,3,2.8,0,0,0,1989,Yes
8110,23,Yes,travel rarely,1243.0,6,3,life sciences,3,Male,0,4,1, laboratory technician ,1,married,48620.0,3445,1,Yes,21,4.0,3,2,1.0,2,3.0,0,0,0,2000,No
8120,24,No,travel rarely,1092.0,9,3,life sciences,3,Male,60,2,1, laboratory technician ,2,divorced,26940.0,26551,1,No,11,3.0,3,3,10.0,4,3.0,1,0,0,1999,No
8160,29,Yes,travel rarely,805.0,1,2,life sciences,2,Female,36,2,1, laboratory technician ,1,married,48620.0,6689,1,No,11,3.0,4,1,1.0,1,3.0,1,0,0,1994,Yes
8320,40,No,travel frequently,720.0,16,4,medical,1,Male,51,2,2, laboratory technician ,3,married,50940.0,11983,6,No,14,3.0,4,0,10.0,6,3.0,1,0,0,1983,Yes
8330,30,No,travel rarely,803.1,2,3,life sciences,3,Female,52,2,2, manufacturing director ,4,single,48620.0,20234,5,No,24,4.0,2,0,12.0,4,2.0,0,0,0,1993,Yes
8340,45,No,travel rarely,252.0,2,3,life sciences,2,Female,95,2,1, research scientist ,3,married,22740.0,6153,1,No,14,3.0,4,0,1.0,3,3.0,1,0,0,1978,Yes
8970,53,No,travel rarely,868.0,8,3,marketing,1,Male,73,3,4, sales executive ,4,married,48620.0,22789,5,No,14,3.0,3,1,28.0,3,3.0,2,2,2,1970,Yes
9040,37,No,travel rarely,1252.0,19,2,life sciences,19,Male,32,3,3, sales executive ,2,single,48620.0,4814,1,Yes,13,3.0,4,0,10.0,2,3.0,10,0,9,1986,No
9110,32,Yes,travel rarely,374.0,25,4,life sciences,1,Male,87,3,1, laboratory technician ,4,married,48620.0,18016,1,No,24,4.0,3,0,1.0,2,1.0,1,0,1,1991,Yes
9180,58,Yes,travel frequently,781.0,2,1,life sciences,4,Male,57,2,1, laboratory technician ,4,divorced,23800.0,13384,9,No,14,3.0,4,1,3.0,3,2.0,1,0,0,1965,Yes
9230,21,Yes,travel rarely,1427.0,18,1,other,4,Female,65,3,1, research scientist ,4,single,48620.0,8870,1,No,19,3.2,1,0,10.0,3,2.0,1,0,0,2002,No
9340,34,No,travel rarely,546.0,48,3,life sciences,48,Male,83,3,1, laboratory technician ,2,married,20080.0,6896,1,No,14,3.0,2,2,1.0,3,3.0,1,1,0,1989,Yes
9400,58,No,travel rarely,1272.0,5,3,life sciences,3,Female,37,2,3, healthcare representative ,2,divorced,105520.0,9255,2,No,13,3.2,4,1,24.0,3,3.0,6,0,4,1965,No
9450,48,No,travel rarely,803.1,20,4,medical,4,Male,51,3,1, research scientist ,3,married,22590.0,5543,4,No,17,3.0,1,2,13.0,2,2.0,0,0,0,1975,No
9510,32,No,non travel,1184.0,1,3,life sciences,3,Female,70,2,1, laboratory technician ,2,married,48620.0,3974,6,No,20,3.2,3,0,5.0,3,3.0,3,0,2,1991,Yes
9520,25,Yes,travel rarely,867.0,19,2,marketing,3,Male,36,2,1, sales representative ,2,married,24130.0,18798,1,Yes,18,3.2,3,3,10.0,2,3.0,1,0,0,1998,No
9540,40,No,travel rarely,658.0,10,4,marketing,1,Male,67,2,3, sales executive ,2,divorced,48620.0,20652,2,No,12,3.0,2,1,11.0,2,2.0,1,0,0,1983,Yes
9590,19,Yes,travel rarely,419.0,21,3,other,4,Male,37,2,1, sales representative ,2,single,21210.0,9947,1,Yes,13,3.0,2,0,1.0,3,4.0,1,0,0,2004,No
9860,40,Yes,non travel,1479.0,24,3,life sciences,2,Female,100,4,4, sales executive ,2,single,131940.0,17071,4,No,16,3.0,4,0,22.0,2,2.0,1,0,0,1983,Yes
9940,29,Yes,travel rarely,906.0,10,3,life sciences,4,Female,92,2,1, research scientist ,1,single,48620.0,11479,6,Yes,20,4.0,3,0,3.0,5,3.0,0,0,0,1994,Yes
10030,47,No,travel rarely,955.0,18,2,life sciences,4,Female,83,3,2, sales executive ,4,single,41630.0,8571,1,Yes,17,3.0,3,0,9.0,0,3.0,9,0,7,1976,No
10120,18,No,travel rarely,287.0,5,2,life sciences,2,Male,73,3,1, research scientist ,4,married,48620.0,13493,1,No,15,3.0,4,0,10.0,2,3.0,0,0,0,2005,Yes
10290,42,No,travel rarely,265.0,5,2,life sciences,4,Male,90,3,5, manager ,3,married,183030.0,7770,6,No,13,3.0,2,0,21.0,3,4.0,1,0,0,1981,Yes
10330,37,Yes,travel rarely,1141.0,11,2,medical,1,Female,61,1,2, healthcare representative ,2,married,47770.0,14382,5,No,15,3.0,1,0,15.0,2,1.0,1,0,0,1986,Yes
10520,36,Yes,travel rarely,660.0,15,3,life sciences,1,Male,81,3,2, laboratory technician ,3,divorced,48620.0,7858,7,No,14,3.0,2,1,9.0,3,2.0,1,0,0,1987,Yes
10560,28,No,travel rarely,1144.0,10,1,medical,4,Male,74,3,1, sales representative ,2,married,10520.0,23384,1,No,22,4.0,2,0,10.0,5,3.0,1,0,0,1995,Yes
10760,43,No,travel rarely,415.0,25,3,life sciences,3,Male,0,2,3, sales executive ,4,married,48620.0,5268,5,No,13,3.0,3,1,18.0,5,3.0,1,0,0,1980,Yes
10790,21,Yes,travel rarely,1334.0,10,3,life sciences,3,Female,36,2,1, laboratory technician ,1,single,48620.0,17258,1,No,13,3.2,1,0,1.0,6,2.0,1,1,0,2002,Yes
10810,51,Yes,travel rarely,1323.0,4,4,life sciences,1,Male,34,3,1, research scientist ,3,married,24610.0,10332,9,No,12,3.2,3,3,18.0,2,4.0,10,2,7,1972,No
11050,37,No,travel rarely,309.0,10,4,life sciences,4,Female,88,2,2, sales executive ,4,divorced,48620.0,24223,2,Yes,14,3.2,3,3,8.0,5,3.0,1,0,0,1986,No
11110,28,Yes,travel rarely,1009.0,1,3,medical,1,Male,45,2,1, laboratory technician ,2,divorced,25960.0,7160,1,No,15,3.2,1,2,10.0,2,3.0,1,0,0,1995,No
11130,50,Yes,travel rarely,803.1,1,4,life sciences,4,Male,81,3,2, sales executive ,3,single,47280.0,17251,3,Yes,14,3.0,4,0,5.0,4,3.0,0,0,0,1973,Yes
11150,34,No,travel rarely,697.0,3,4,life sciences,3,Male,40,2,1, research scientist ,4,married,48620.0,22478,3,No,17,3.0,4,3,6.0,2,3.0,0,0,0,1989,Yes
11250,38,No,travel rarely,130.0,2,2,marketing,4,Male,32,3,3, sales executive ,2,single,73510.0,20619,7,No,16,3.0,3,0,10.0,2,3.0,1,0,0,1985,Yes
11560,18,Yes,travel rarely,247.0,8,1,life sciences,3,Male,80,3,1, laboratory technician ,3,single,48620.0,13556,1,No,12,3.0,4,0,10.0,0,3.0,0,0,0,2005,Yes
11580,41,No,travel rarely,167.0,12,4,life sciences,2,Male,46,3,1, laboratory technician ,4,married,47660.0,9051,3,Yes,11,3.0,1,1,6.0,4,2.8,1,0,0,1982,No
11720,35,No,travel rarely,982.0,1,4,medical,4,Male,58,2,1, laboratory technician ,3,married,22580.0,16340,6,No,12,3.0,2,1,10.0,2,3.0,8,1,7,1988,Yes
11900,32,No,travel rarely,862.0,2,1,life sciences,3,Female,76,3,1, sales representative ,1,married,28270.0,14947,1,No,12,3.0,3,3,1.0,3,3.0,1,0,0,1991,Yes
12060,44,No,non travel,111.0,26,3,life sciences,26,Male,74,1,1, research scientist ,3,single,22900.0,4279,2,No,13,3.2,4,0,6.0,3,3.0,0,0,0,1979,Yes
12100,41,Yes,non travel,906.0,5,2,life sciences,1,Male,95,2,1, research scientist ,1,married,21070.0,20293,6,No,17,3.0,1,1,5.0,2,1.0,1,0,0,1982,Yes
12420,42,No,travel frequently,458.0,26,5,medical,1,Female,60,3,3, research director ,1,married,131910.0,23281,3,Yes,17,3.0,3,0,10.0,6,3.0,1,0,0,1981,No
12560,49,No,travel rarely,1098.0,4,2,medical,1,Male,85,2,5, manager ,3,married,48620.0,12124,2,No,13,3.2,3,1,23.0,2,4.0,1,0,0,1974,Yes
12580,48,No,travel rarely,969.0,2,2,technical degree,4,Male,76,4,1, laboratory technician ,2,single,48620.0,16620,5,No,11,3.0,3,0,7.0,4,2.0,1,0,0,1975,Yes
12600,29,No,travel rarely,1329.0,7,3,life sciences,3,Male,82,3,2, healthcare representative ,4,married,48620.0,4204,1,No,11,3.0,2,2,6.0,2,3.0,6,1,0,1994,Yes
12630,48,No,travel rarely,715.0,1,3,life sciences,4,Male,76,2,5, research director ,4,single,182650.0,8733,6,No,12,3.0,3,0,10.0,3,4.0,1,0,0,1975,Yes
12690,19,No,travel rarely,265.0,25,3,life sciences,2,Female,57,4,1, research scientist ,4,single,48620.0,21221,1,No,12,3.0,4,0,1.0,2,3.0,1,0,1,2004,Yes
12700,23,No,travel rarely,373.0,1,2,life sciences,4,Male,47,3,1, research scientist ,3,married,48620.0,16901,1,No,22,4.0,4,1,1.0,2,3.0,1,0,1,2000,No
12730,25,Yes,travel frequently,599.0,32,1,life sciences,3,Male,73,1,1, sales representative ,4,single,11180.0,8040,1,Yes,14,3.2,4,0,1.0,4,3.0,1,1,0,1998,Yes
13060,45,No,travel frequently,364.0,25,3,medical,2,Female,0,3,5, manager ,2,married,180610.0,13035,3,No,22,4.0,3,0,22.0,4,3.0,0,0,0,1978,No
13640,27,No,travel rarely,1291.0,11,3,medical,3,Female,98,4,1, sales representative ,4,married,48620.0,6527,8,No,14,3.2,2,1,5.0,4,3.0,1,0,0,1996,Yes
13680,18,No,non travel,1124.0,1,3,life sciences,4,Female,97,3,1, laboratory technician ,4,single,16110.0,19305,1,No,15,3.0,3,0,0.0,5,4.0,0,0,0,2005,No
13790,31,Yes,travel frequently,703.0,2,3,life sciences,3,Female,90,2,1, sales representative ,4,single,48620.0,11882,7,No,14,3.0,3,0,3.0,3,4.0,1,0,0,1992,Yes
14270,31,Yes,travel frequently,803.1,1,4,life sciences,2,Female,50,1,1, sales representative ,3,single,48620.0,16154,1,No,12,3.2,2,0,10.0,3,3.0,1,0,0,1992,No
14330,31,Yes,travel rarely,202.0,8,3,life sciences,1,Female,34,2,1, research scientist ,2,married,48620.0,22262,1,No,12,3.0,3,0,10.0,3,4.0,1,0,0,1992,No
14340,27,No,travel rarely,1377.0,11,1,life sciences,2,Male,91,3,1, laboratory technician ,1,married,48620.0,7679,0,No,14,3.0,2,0,6.0,3,4.0,5,1,4,1996,No
14580,39,Yes,travel rarely,592.0,2,3,life sciences,1,Female,54,2,1, laboratory technician ,1,single,48620.0,17181,2,Yes,23,4.0,2,0,11.0,2,4.0,1,0,0,1984,Yes
14810,44,No,travel frequently,383.0,1,5,marketing,1,Female,79,3,2, sales executive ,3,married,47680.0,9282,7,No,12,3.2,3,1,11.0,4,2.0,1,0,0,1979,No
14820,30,No,travel rarely,990.0,25,3,life sciences,25,Male,0,3,1, research scientist ,3,married,12740.0,7152,1,No,13,3.0,2,2,1.0,2,2.0,1,0,0,1993,No
14940,24,Yes,travel frequently,381.0,9,3,life sciences,2,Male,89,3,1, laboratory technician ,1,married,48620.0,16998,2,No,11,3.0,3,0,10.0,2,2.0,0,0,0,1999,No
15040,28,Yes,travel rarely,289.0,2,2,medical,3,Male,0,2,1, laboratory technician ,1,single,25610.0,5355,7,No,11,3.2,3,0,8.0,2,2.0,0,0,0,1995,Yes
15150,33,No,travel rarely,516.0,8,5,life sciences,4,Male,69,3,2, healthcare representative ,3,married,63880.0,22049,2,No,17,3.0,1,0,14.0,6,3.0,0,0,0,1990,Yes
15250,39,No,travel rarely,1089.0,6,3,life sciences,2,Female,32,3,3, manufacturing director ,2,single,83760.0,9150,4,No,18,3.2,4,0,9.0,3,3.0,2,2,2,1984,No
15420,42,No,travel rarely,1210.0,2,3,medical,3,Male,68,2,1, laboratory technician ,2,married,48410.0,24052,4,No,14,3.2,2,1,10.0,3,2.8,1,0,0,1981,Yes
15580,29,No,travel rarely,598.0,9,3,life sciences,3,Male,91,4,1, research scientist ,3,married,48620.0,22376,6,No,18,3.0,1,2,10.0,2,2.0,1,0,0,1994,No
15640,35,No,travel rarely,992.0,1,3,life sciences,4,Male,68,2,1, laboratory technician ,1,married,48620.0,21731,1,No,19,3.0,2,0,10.0,3,3.0,3,1,2,1988,No
15770,34,No,travel rarely,479.0,13,4,medical,13,Male,35,3,1, research scientist ,4,single,29720.0,22061,1,No,13,3.0,3,0,10.0,4,2.8,1,0,0,1989,No
15810,26,No,travel rarely,474.0,3,3,life sciences,1,Female,89,3,1, research scientist ,4,married,48620.0,11133,1,No,21,4.0,1,0,1.0,5,3.0,1,0,0,1997,Yes
15910,50,No,travel rarely,264.0,24,3,marketing,24,Male,59,3,5, manager ,3,married,48620.0,19519,4,Yes,16,3.2,3,1,10.0,2,3.0,1,0,0,1973,No
