unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,roledepartament,remotework
997,34,No,,618.0,,3,1,life sciences,"1103,0",1,Male,45,3,2, healthcare representative ,4,,"7756,0",22266,0,No,17,"3,0",3,0,,1,"2,0",6,,0,4,"7756,0",1989,,1
998,33,Yes,,1017.0,,25,3,medical,"1108,0",1,Male,55,2,1, research scientist ,2,Single,,2993,4,Yes,20,"4,0",2,0,"5,0",0,"3,0",2,,2,2,,1990,,False
999,33,No,,970.0,,7,3,life sciences,"1114,0",4,Female,30,3,2, sales executive ,2,Married,,13401,0,No,17,"3,0",3,1,"4,0",3,"3,0",3,,0,2,,1990,,0
1000,21,No,,984.0,,1,1,,"1131,0",4,Female,70,2,1, research scientist ,2,Single,"2070,0",25326,1,Yes,11,"3,0",3,0,"2,0",6,"4,0",2,,2,2,"2070,0",2002,,True
1001,31,No,travel frequently,793.0,,20,3,,"1135,0",3,Male,67,4,1, sales representative ,4,Married,"2791,0",21981,0,No,12,,1,1,"3,0",4,"3,0",2,,2,2,"2791,0",1992,,1
1002,35,No,,1182.0,,11,2,marketing,,4,Male,54,3,2, sales executive ,4,Divorced,,18500,1,,11,"3,0",4,1,"5,0",3,"3,0",5,,0,2,,1988,,Yes
1003,34,No,,1003.0,,2,2,,"1140,0",4,Male,95,3,2, manufacturing director ,3,Single,,15834,2,No,11,"3,0",4,0,,3,,3,,0,2,,1989,,1
1004,33,Yes,,603.0,,9,4,,"1157,0",1,Female,77,3,2, sales executive ,1,Single,"8224,0",18385,0,,17,"3,0",1,0,"6,0",3,"3,0",5,,0,3,"8224,0",1990,,False
1005,31,Yes,,874.0, research & development ,15,3,medical,"1160,0",3,Male,72,3,1, laboratory technician ,3,,"2610,0",6233,1,No,12,"3,0",3,1,,5,"2,0",2,,2,2,"2610,0",1992, laboratory technician  -  research & development ,1
1006,37,No,travel rarely,367.0,,25,2,,"1161,0",3,Female,52,2,2, healthcare representative ,4,,"5731,0",17171,7,No,13,"3,0",3,2,"9,0",2,"3,0",6,,1,3,"5731,0",1986,,True
1007,27,No,travel rarely,199.0,,6,3,,"1162,0",4,Male,55,2,1, research scientist ,3,Married,"2539,0",7950,1,No,13,,3,1,"4,0",0,"3,0",4,"2,0",2,2,"2539,0",1996,,1
1008,35,No,travel frequently,,,4,4,other,"1185,0",4,Male,Not Available,2,1, laboratory technician ,4,Married,"2376,0",26537,1,,13,"3,0",2,1,"2,0",2,"4,0",2,,2,2,"2376,0",1988,,True
1009,56,No,,718.0,,4,4,,,4,Female,92,3,5, manager ,1,Divorced,,18575,4,No,13,"3,0",4,1,"28,0",2,"3,0",5,,4,2,,1967,,True
1010,45,No,,1457.0, research & development ,7,3,medical,"1195,0",1,Female,83,3,1, research scientist ,3,,,20100,4,Yes,19,"3,0",3,1,,2,,3,,0,2,,1978, research scientist  -  research & development ,1
1011,20,No,travel rarely,805.0,,3,3,,,1,Male,87,2,1, laboratory technician ,3,Single,,12828,1,,12,"3,0",1,0,"2,0",2,"2,0",2,,1,2,,2003,,1
1012,50,No,travel frequently,1421.0,,2,3,,,4,Female,30,3,4, manager ,1,,,9490,2,No,22,"4,0",3,1,,3,,2,,2,2,,1973,,True
1013,46,No,,1450.0,,15,2,life sciences,"1217,0",4,Male,52,3,5, research director ,2,,"19081,0",10849,5,,11,"3,0",1,1,"25,0",2,"3,0",4,,0,3,"19081,0",1977,,Yes
1014,32,No,,116.0,,13,3,other,"1234,0",3,Female,77,2,1, laboratory technician ,2,Married,"2743,0",7331,1,No,20,"4,0",3,1,"2,0",2,"3,0",2,,2,2,"2743,0",1991,,1
1015,35,No,,1212.0,,8,2,,,3,Female,78,2,3, sales executive ,4,Married,,13755,4,,11,"3,0",2,1,"16,0",6,"2,0",13,,4,12,,1988,,0
1016,29,No,,1010.0,,1,3,life sciences,,1,Female,97,3,1, research scientist ,4,Divorced,"3760,0",5598,1,No,15,"3,0",1,3,"3,0",5,,3,,1,2,"3760,0",1994,,1
1017,21,Yes,travel frequently,,,10,2,,,1,Female,45,2,1, laboratory technician ,3,,,25308,1,,20,"4,0",3,0,"2,0",2,"1,0",2,,2,2,,2002,,1
1018,34,No,travel rarely,131.0,,2,3,marketing,,3,Female,86,3,2, sales executive ,1,,"4538,0",6039,0,,12,"3,0",4,0,"4,0",3,"3,0",3,,0,2,"4538,0",1989,,Yes
1019,28,No,,791.0,,1,4,medical,"1286,0",4,Male,44,3,1, laboratory technician ,3,Single,,6842,0,Yes,11,"3,0",3,0,,2,"2,0",4,,0,2,,1995,,0
1020,35,No,travel rarely,735.0,,6,1,life sciences,"1291,0",3,Male,66,3,1, research scientist ,3,Married,,6020,0,Yes,14,,4,0,"4,0",3,"3,0",3,,2,2,,1988,,False
1021,28,No,travel frequently,193.0,,2,3,life sciences,,4,Male,52,2,1, laboratory technician ,4,Married,"3867,0",14222,1,,12,"3,0",2,1,,2,"3,0",2,,2,2,"3867,0",1995,,0
1022,28,No,travel rarely,640.0,,1,3,technical degree,"1301,0",4,Male,84,3,1, research scientist ,1,Single,"2080,0",4732,2,,11,"3,0",2,0,"5,0",2,"2,0",3,,1,2,"2080,0",1995,,0
1023,25,No,,266.0, research & development ,1,3,medical,"1303,0",4,Female,40,3,1, research scientist ,2,Single,"2096,0",18830,1,,18,"3,0",4,0,,3,"2,0",2,,2,1,"2096,0",1998, research scientist  -  research & development ,False
1024,58,No,,848.0,,23,4,life sciences,"1308,0",1,Male,88,3,1, research scientist ,3,,,26076,1,,12,"3,0",4,2,,3,"3,0",2,,2,2,,1965,,1
1025,39,Yes,,,,23,3,medical,,3,Male,93,3,1, research scientist ,1,Single,"3904,0",22154,0,,13,"3,0",1,0,"6,0",2,"3,0",5,,0,3,"3904,0",1984,,False
1026,30,No,travel rarely,1138.0,,6,3,technical degree,"1311,0",1,Female,48,2,2, laboratory technician ,4,Married,"4627,0",23631,0,No,12,"3,0",1,1,"10,0",6,"3,0",9,,6,7,"4627,0",1993,,True
1027,50,No,,,,46,3,life sciences,"1317,0",46,Female,43,3,4, research director ,1,Marreid,,22422,4,,11,"3,0",2,0,,2,,3,,1,2,,1973,,1
1028,41,No,,256.0,,10,2,medical,"1329,0",3,Male,40,1,2, sales executive ,2,Single,,22074,1,No,13,"3,0",1,0,"19,0",4,"3,0",19,,11,9,,1982,,1
1029,31,Yes,,,,1,3,,"1331,0",4,Female,54,3,1, sales representative ,2,,"2302,0",8319,1,Yes,11,"3,0",1,0,,2,"4,0",3,,2,2,"2302,0",1992,,False
1030,44,Yes,,935.0,,3,3,life sciences,"1333,0",1,Male,89,3,1, laboratory technician ,1,,,14669,4,No,12,,3,0,"10,0",4,"4,0",3,,1,2,,1979,,Yes
1031,40,No,non travel,458.0, research & development ,16,2,,,3,Male,74,3,1, research scientist ,3,Divorced,,8532,9,No,16,"3,0",2,1,"6,0",0,"3,0",4,,0,0,,1983, research scientist  -  research & development ,True
1032,25,No,travel rarely,882.0, research & development ,19,1,medical,"1358,0",4,Male,67,3,1, laboratory technician ,4,Married,,9075,3,,11,"3,0",3,3,,6,"2,0",3,,1,2,,1998, laboratory technician  -  research & development ,0
1033,40,No,travel rarely,329.0,,1,4,life sciences,"1361,0",2,Male,88,3,1, laboratory technician ,2,,,6762,3,No,22,"4,0",3,1,"7,0",3,"3,0",4,,0,3,,1983,,Yes
1034,51,No,travel rarely,,,11,2,technical degree,,4,Female,82,2,4, manufacturing director ,2,,,24439,3,No,16,"3,0",2,0,,1,"2,0",5,,0,3,,1972,,1
1035,27,No,travel frequently,793.0,,2,1,life sciences,"1371,0",4,Male,43,1,2, sales executive ,4,Single,"5071,0",20392,3,No,20,"4,0",2,0,,3,"3,0",6,,0,0,"5071,0",1996,,False
1036,35,Yes,,662.0,,18,4,marketing,"1380,0",4,Female,67,3,2, sales executive ,3,Married,,23288,0,,18,"3,0",3,1,"5,0",0,"2,0",4,,3,2,,1988,,1
1037,38,No,,693.0,,7,3,,,4,Male,57,4,1, research scientist ,3,divorced,,15748,1,No,11,"3,0",4,3,"4,0",2,"3,0",4,,0,3,,1985,,Yes
1038,31,Yes,,,,22,4,,"1389,0",4,Male,98,3,2, manufacturing director ,3,Married,,21057,1,,15,"3,0",4,2,"10,0",3,"2,0",10,,6,7,,1992,,True
1039,51,No,,541.0,,2,3,,,2,Male,52,3,3, sales executive ,2,,"10596,0",15395,2,,11,"3,0",2,0,"14,0",5,"3,0",4,,3,2,"10596,0",1972,,1
1040,41,No,,1200.0,,22,3,,"1392,0",4,Female,75,3,2, research scientist ,4,,"5467,0",13953,3,,14,"3,0",1,2,"12,0",4,"2,0",6,,3,3,"5467,0",1982,,0
1041,32,No,,499.0,,2,1,marketing,"1396,0",3,Male,36,3,2, sales executive ,2,Married,,20497,0,Yes,13,"3,0",1,3,"4,0",3,"2,0",3,,1,2,,1991,,1
1042,25,No,travel rarely,1372.0,,18,1,life sciences,,1,Male,93,4,2, sales executive ,3,Married,,12477,2,No,11,"3,0",2,0,"6,0",3,"2,0",3,,1,2,,1998,,False
1043,27,No,,,,10,3,marketing,"1403,0",4,Female,98,2,2, sales executive ,4,Married,"5769,0",7100,1,Yes,11,"3,0",4,0,,3,"3,0",6,"2,0",4,4,"5769,0",1996,,1
1044,27,Yes,travel rarely,,,22,4,life sciences,"1405,0",4,Female,51,3,1, research scientist ,3,Single,"2394,0",25681,1,Yes,13,,4,0,"8,0",2,"3,0",8,,7,7,"2394,0",1996,,1
1045,37,No,,1462.0,,11,3,medical,"1411,0",1,Female,94,3,1, laboratory technician ,3,Single,"3629,0",19106,4,No,18,"3,0",1,0,"8,0",6,"3,0",3,,0,2,"3629,0",1986,,True
1046,35,No,travel frequently,200.0,,18,2,life sciences,"1412,0",3,Male,60,3,3, manufacturing director ,4,,"9362,0",19944,2,No,11,"3,0",3,0,"10,0",2,"3,0",2,,2,2,"9362,0",1988,,1
1047,25,No,,949.0,,1,3,,"1415,0",1,Male,81,3,1, laboratory technician ,4,,"3229,0",4910,4,No,11,"3,0",2,1,"7,0",2,"2,0",3,,0,2,"3229,0",1998,,True
1048,30,No,,,,7,4,marketing,"1428,0",4,Female,73,3,2, sales executive ,1,Divorced,,12761,7,No,14,"3,0",2,2,,3,"3,0",3,,0,2,,1993,,1
1049,31,No,,182.0, research & development ,8,5,life sciences,,1,Female,93,3,4, research director ,2,,"16422,0",8847,3,No,11,"3,0",3,0,,3,"4,0",3,,1,0,"16422,0",1992, research director  -  research & development ,Yes
1050,36,No,,329.0,,16,4,marketing,"1436,0",3,Female,98,2,2, sales executive ,1,,"5647,0",13494,4,No,13,"3,0",1,2,"11,0",3,"2,0",3,,0,2,"5647,0",1987,,False
1051,25,Yes,travel rarely,383.0,,9,2,,"1439,0",1,Male,68,2,1, sales representative ,1,,"4400,0",15182,3,No,12,"3,0",1,0,"6,0",2,"3,0",3,,2,2,"4400,0",1998,,True
1052,56,No,,1255.0,,1,2,life sciences,"1441,0",1,Female,90,3,1, research scientist ,1,,"2066,0",10494,2,,22,"4,0",4,1,"5,0",3,"4,0",3,,1,0,"2066,0",1967,,True
1053,41,No,,,,5,5,medical,"1448,0",2,Male,90,4,1, research scientist ,3,,,5561,2,,12,"3,0",1,0,"7,0",5,,4,,0,3,,1982,,1
1054,31,No,travel rarely,1398.0,,8,2,,,4,Female,96,4,1, human resources ,2,,,24609,9,No,18,,4,0,"8,0",3,"3,0",3,,0,2,,1992,,True
1055,31,Yes,travel frequently,523.0, research & development ,2,3,life sciences,"1464,0",2,Male,94,3,1, laboratory technician ,4,,,21081,6,,13,"3,0",3,1,"7,0",2,"1,0",2,"2,0",2,2,,1992, laboratory technician  -  research & development ,Yes
1056,48,No,,1221.0, sales ,7,3,marketing,"1466,0",3,Male,96,3,2, sales executive ,1,Divorced,"5486,0",24795,4,No,11,"3,0",1,3,,3,"3,0",2,,2,2,"5486,0",1975, sales executive  -  sales ,0
1057,34,Yes,,1107.0,,9,4,,"1467,0",1,Female,52,3,1, human resources ,3,Married,,3072,1,No,15,"3,0",4,0,"2,0",0,"3,0",2,,2,2,,1989,,False
1058,44,No,,981.0,,5,3,life sciences,"1471,0",3,Male,90,2,1, laboratory technician ,3,Single,"3162,0",7973,3,,14,"3,0",4,0,"7,0",5,"3,0",5,,0,3,"3162,0",1979,,0
1059,49,No,travel rarely,1495.0, research & development ,5,4,,"1473,0",1,Male,96,3,2, healthcare representative ,3,Married,"6651,0",21534,2,No,14,,2,1,"20,0",0,"2,0",3,,1,2,"6651,0",1974, healthcare representative  -  research & development ,1
1060,44,No,,1467.0,,20,3,life sciences,"1475,0",4,Male,49,3,1, research scientist ,2,,"3420,0",21158,1,,13,"3,0",3,0,"6,0",3,"2,0",5,,1,3,"3420,0",1979,,0
1061,28,Yes,,1496.0,,1,3,,"1486,0",1,Male,92,3,1, sales representative ,3,Married,"2909,0",15747,3,,15,"3,0",4,1,"5,0",3,"4,0",3,,1,2,"2909,0",1995,,False
1062,44,No,travel frequently,1193.0, research & development ,2,1,,,2,Male,86,3,3, manufacturing director ,3,Single,,19719,5,,18,,2,0,"16,0",2,"2,0",2,,2,2,,1979, manufacturing director  -  research & development ,True
1063,55,No,travel rarely,1229.0,,4,4,life sciences,,4,Male,30,3,2, healthcare representative ,3,Married,,16143,0,,16,"3,0",2,0,"4,0",2,"3,0",3,,1,2,,1968,,1
1064,28,No,travel frequently,467.0,,7,3,life sciences,"1507,0",3,Male,55,3,2, sales executive ,1,Single,"4898,0",11827,0,,14,"3,0",4,0,"5,0",5,"3,0",4,,1,3,"4898,0",1995,,True
1065,49,No,travel rarely,271.0,,45,2,medical,"1509,0",45,Female,43,2,2, laboratory technician ,1,Marreid,,23070,4,,25,"4,0",1,1,"10,0",3,"3,0",3,,1,2,,1974,,True
1066,29,No,travel frequently,410.0,,2,1,life sciences,"1513,0",4,Female,97,3,1, laboratory technician ,2,,"3180,0",4668,0,No,13,"3,0",3,3,,3,"3,0",3,,0,2,"3180,0",1994,,False
1067,32,No,,495.0,,10,3,,"1516,0",3,Male,64,3,3, manager ,4,,"11244,0",21072,2,,25,,2,0,"10,0",5,"4,0",5,,0,0,"11244,0",1991,,True
1068,31,Yes,travel frequently,561.0,,3,3,life sciences,"1537,0",4,Female,33,3,1, research scientist ,3,,,4156,1,No,12,"3,0",1,0,"7,0",2,,7,,7,7,,1992,,1
1069,40,No,,1142.0,,43,2,life sciences,"1552,0",4,Male,72,3,2, healthcare representative ,4,Divorced,"4069,0",8841,3,,18,"3,0",3,0,"8,0",2,"3,0",2,,2,2,"4069,0",1983,,False
1070,36,No,travel rarely,1157.0,,2,4,life sciences,,3,Male,70,3,1, sales representative ,4,,,17001,3,Yes,21,"4,0",4,0,"7,0",3,"2,0",3,,1,2,,1987,,False
1071,33,No,,1242.0,,8,4,life sciences,"1560,0",1,Male,46,3,2, sales executive ,1,,"6392,0",10589,2,No,13,"3,0",4,1,,6,"1,0",2,,2,2,"6392,0",1990,,0
1072,30,No,,1288.0, sales ,14,4,,"1568,0",14,Male,33,3,3, sales executive ,2,Marreid,,17799,3,,12,"3,0",2,1,"9,0",3,"3,0",4,,1,3,,1993, sales executive  -  sales ,True
1073,38,Yes,travel rarely,903.0,,2,3,medical,"1573,0",3,Male,81,3,2, manufacturing director ,2,Married,"4855,0",7653,4,,11,"3,0",1,2,,2,"3,0",5,,1,4,"4855,0",1985,,0
1074,48,No,travel rarely,1108.0, research & development ,15,4,,"1576,0",3,Female,65,3,1, research scientist ,1,Married,,16530,8,,12,"3,0",4,1,,3,"2,0",8,,7,6,,1975, research scientist  -  research & development ,True
1075,34,No,,1351.0, research & development ,1,4,,"1580,0",2,Male,45,3,2, research scientist ,4,,,13008,9,No,17,"3,0",2,1,,3,"2,0",2,,2,1,,1989, research scientist  -  research & development ,1
1076,38,No,travel rarely,437.0,,16,3,life sciences,"1583,0",2,Female,90,3,2, sales executive ,2,Single,,16379,2,No,12,"3,0",2,0,"8,0",5,"4,0",3,,1,2,,1985,,False
1077,35,No,travel rarely,,,10,4,,"1587,0",1,Female,51,3,2, healthcare representative ,3,Single,,4223,3,Yes,16,"3,0",3,0,,4,"3,0",5,,0,4,,1988,,True
1078,23,No,,977.0,,10,3,,"1592,0",4,Male,45,4,1, research scientist ,3,Married,,12826,2,No,16,"3,0",4,1,"4,0",2,"3,0",2,,2,2,,2000,,1
1079,36,No,,1302.0,,6,4,,"1594,0",1,Male,80,4,2, laboratory technician ,1,,,19711,3,Yes,13,"3,0",4,1,"9,0",3,"3,0",3,,0,2,,1987,,False
1080,34,No,travel frequently,653.0,,36,4,,"1597,0",36,Male,92,2,2, healthcare representative ,3,,,15332,1,No,14,"3,0",2,1,"8,0",3,"2,0",8,,7,7,,1989,,0
1081,22,No,non travel,457.0,,26,2,other,,2,Female,85,2,1, research scientist ,3,Married,,10293,1,,14,,2,0,"4,0",2,"2,0",4,,1,3,,2001,,1
1082,32,No,,634.0,,5,4,,"1607,0",2,Female,35,4,1, research scientist ,4,Married,"3312,0",18783,3,No,17,"3,0",4,2,"6,0",3,"3,0",3,,0,2,"3312,0",1991,,1
1083,31,No,travel frequently,715.0,,2,4,,,4,Male,54,3,2, sales executive ,1,Single,,21602,7,,13,"3,0",4,0,,3,"3,0",5,,0,3,,1992,,0
1084,36,No,travel rarely,559.0,,12,4,life sciences,,3,Female,76,3,2, manufacturing director ,3,Married,,12421,9,Yes,12,"3,0",2,2,"7,0",2,"3,0",3,,1,1,,1987,,Yes
1085,21,No,,546.0,,19,1,medical,"1623,0",3,Male,97,3,1, research scientist ,4,Single,"3117,0",26009,1,No,18,"3,0",3,0,,2,,2,,2,2,"3117,0",2002,,0
1086,47,No,,1176.0,,26,4,,,4,Female,Not Available,3,5, manager ,3,Married,,5220,3,No,11,"3,0",3,1,"27,0",2,"3,0",5,,1,0,,1976,,False
1087,39,No,,711.0,,4,3,medical,,1,Female,81,3,2, manufacturing director ,3,,,3140,0,No,13,"3,0",4,0,,2,"1,0",9,,3,8,,1984,,True
1088,40,No,,448.0,,16,3,,"1641,0",3,Female,84,3,3, manufacturing director ,4,,,19948,6,,15,,4,0,"18,0",2,"2,0",4,,3,3,,1983,,1
1089,48,No,travel frequently,365.0,,4,5,,"1644,0",3,Male,89,2,4, manager ,4,,"15202,0",5602,2,No,25,"4,0",2,1,,3,"3,0",2,,2,2,"15202,0",1975,,1
1090,35,Yes,,763.0,,10,2,medical,"1645,0",1,Male,59,1,2, sales executive ,4,,,22098,6,Yes,14,"3,0",4,2,,2,"2,0",2,,2,2,,1988,,False
1091,27,No,travel rarely,486.0, research & development ,8,3,medical,"1647,0",2,Female,86,4,1, research scientist ,3,,,22490,7,,17,"3,0",1,0,"5,0",0,"3,0",3,,0,2,,1996, research scientist  -  research & development ,0
1092,27,No,,591.0,,2,3,medical,"1648,0",4,Male,87,3,1, research scientist ,4,Single,"2580,0",6297,2,No,13,"3,0",3,0,,0,"2,0",4,,1,2,"2580,0",1996,,Yes
1093,40,Yes,travel rarely,1329.0,,7,3,,,1,Male,Not Available,3,1, laboratory technician ,1,,"2166,0",3339,3,Yes,14,"3,0",2,0,"10,0",3,"1,0",4,,0,3,"2166,0",1983,,1
1094,29,No,,469.0,,10,3,,,3,Male,42,2,2, sales executive ,3,Single,,23413,9,No,11,"3,0",3,0,,2,"3,0",5,,1,4,,1994,,1
1095,36,No,,711.0,,5,4,life sciences,"1651,0",2,Female,42,3,3, healthcare representative ,1,Married,,22792,4,No,12,,3,2,"9,0",6,"3,0",3,,0,2,,1987,,Yes
1096,49,No,travel rarely,301.0,,22,4,other,"1655,0",1,Female,72,3,4, research director ,2,Married,,3498,3,,16,"3,0",2,2,"27,0",2,"3,0",4,,1,2,,1974,,True
1097,20,No,travel rarely,1141.0,,13,3,medical,"1657,0",3,Female,31,3,1, sales representative ,3,Single,,13251,1,,19,"3,0",1,0,"2,0",3,"3,0",2,,2,2,,2003,,True
1098,36,No,non travel,894.0, research & development ,1,4,,"1662,0",4,Female,33,2,2, manufacturing director ,3,,"4374,0",15411,0,,15,"3,0",3,0,"4,0",6,"3,0",3,,1,2,"4374,0",1987, manufacturing director  -  research & development ,1
1099,33,No,travel rarely,392.0,,2,4,,"1670,0",4,Male,93,3,2, sales executive ,4,,"5505,0",3921,1,,14,"3,0",3,2,"6,0",5,"3,0",6,,0,4,"5505,0",1990,,True
1100,49,No,,,,16,3,medical,"1674,0",4,Female,74,3,1, laboratory technician ,1,Divorced,"2587,0",24941,4,,16,"3,0",2,1,"17,0",2,"2,0",2,,2,2,"2587,0",1974,,1
1101,47,No,travel rarely,1225.0,,2,4,life sciences,,2,Female,47,4,4, manager ,2,,"15972,0",21086,6,,14,"3,0",3,3,"29,0",2,"3,0",3,,1,2,"15972,0",1976,,True
1102,20,No,travel rarely,727.0,,9,1,,,4,Male,54,3,1, sales representative ,1,,,21082,1,No,11,"3,0",1,0,,3,"3,0",2,,0,2,,2003,,1
1103,36,No,travel rarely,1351.0,,26,4,,"1682,0",1,Male,80,3,2, healthcare representative ,3,Married,,7419,6,No,14,"3,0",2,2,"10,0",2,"2,0",3,,0,2,,1987,,False
1104,44,No,travel rarely,528.0, human resources ,1,3,,"1683,0",3,Female,44,3,1, human resources ,4,,,4167,4,Yes,18,"3,0",1,3,"8,0",2,"3,0",2,,2,2,,1979, human resources  -  human resources ,False
1105,55,No,,1441.0,,12,3,technical degree,"1694,0",12,Male,94,2,1, research scientist ,2,Divorced,,23737,5,No,12,,4,1,"8,0",1,"3,0",4,,1,2,,1968,,True
1106,23,Yes,,427.0,,7,3,life sciences,"1702,0",3,Male,99,3,1, sales representative ,4,Divorced,,25103,1,Yes,21,"4,0",2,1,"3,0",2,"3,0",3,,0,2,,2000,,False
1107,26,No,,390.0,,17,4,,,4,Male,62,1,1, laboratory technician ,3,,"2305,0",6217,1,No,15,"3,0",3,3,,3,"4,0",3,,0,2,"2305,0",1997,,1
1108,32,No,travel frequently,585.0,,10,3,,,1,Male,Not Available,3,1, research scientist ,3,Married,"3433,0",17360,6,,13,"3,0",1,1,,3,"2,0",5,,1,3,"3433,0",1991,,Yes
1109,31,No,,741.0,,2,4,life sciences,"1721,0",2,Male,69,3,1, laboratory technician ,3,Married,"3477,0",18103,1,,14,"3,0",4,1,"6,0",2,"4,0",5,,0,3,"3477,0",1992,,0
1110,41,No,non travel,552.0, human resources ,4,3,human resources,"1722,0",3,Male,60,1,2, human resources ,2,Married,,20794,6,No,19,,2,1,,4,"3,0",3,,1,2,,1982, human resources  -  human resources ,False
1111,24,No,travel rarely,506.0,,29,1,medical,,2,Male,91,3,1, laboratory technician ,1,,"3907,0",3622,1,No,13,"3,0",2,3,"6,0",2,"4,0",6,,1,2,"3907,0",1999,,Yes
1112,36,Yes,,1456.0,,13,5,marketing,"1733,0",2,Male,96,2,2, sales executive ,1,,,8658,5,Yes,13,"3,0",2,3,"16,0",3,"3,0",2,,2,2,,1987,,1
1113,23,No,,160.0,,4,1,,"1735,0",3,Female,51,3,1, laboratory technician ,2,Single,,12862,1,No,13,"3,0",3,0,"3,0",3,"1,0",3,"2,0",1,2,,2000,,0
1114,24,No,,897.0,,35,3,medical,"1746,0",35,Male,59,3,1, human resources ,4,Marreid,,2097,0,No,14,"3,0",4,1,"3,0",2,"3,0",2,,2,1,,1999,,False
1115,30,Yes,travel frequently,600.0,,42,3,,,3,Female,Not Available,2,1, human resources ,4,Divorced,,9732,6,No,11,"3,0",3,1,,0,"2,0",4,,1,2,,1993,,False
1116,31,No,,1003.0,,5,3,,,1,Male,51,3,2, sales executive ,3,,,20943,1,No,19,"3,0",3,1,"6,0",3,"3,0",5,,0,2,,1992,,Yes
1117,27,No,,1054.0,,48,3,,"1751,0",48,Female,67,3,1, research scientist ,4,,"3445,0",6152,1,,11,"3,0",3,0,"6,0",5,"2,0",6,,1,4,"3445,0",1996,,False
1118,29,Yes,travel rarely,428.0,,9,3,,,2,Female,Not Available,1,1, sales representative ,2,Single,"2760,0",14630,1,,13,"3,0",3,0,"2,0",3,"3,0",2,,2,2,"2760,0",1994,,1
1119,29,No,,461.0,,1,3,,"1753,0",4,Male,70,4,2, healthcare representative ,3,,"6294,0",23060,8,Yes,12,"3,0",4,0,"10,0",5,"4,0",3,,0,2,"6294,0",1994,,False
1120,53,No,,661.0,,31,4,,,1,Female,60,2,4, manufacturing director ,3,Married,,22308,4,Yes,20,"4,0",4,3,"27,0",2,"2,0",3,,0,2,,1970,,True
1121,34,No,travel rarely,511.0,,3,2,,,4,Female,32,1,2, sales executive ,4,,,25353,5,No,12,,1,0,,3,"3,0",2,,2,2,,1989,,True
1122,51,No,travel rarely,942.0,,3,3,,,1,Female,53,3,3, manager ,3,Married,"13116,0",22984,2,No,11,"3,0",4,0,,2,"3,0",2,"2,0",2,2,"13116,0",1972,,1
1123,37,No,travel rarely,589.0, sales ,9,2,marketing,"1787,0",2,Male,46,2,2, sales executive ,2,,,8800,1,No,14,"3,0",1,2,,2,"3,0",5,,0,3,,1986, sales executive  -  sales ,False
1124,46,No,,849.0,,26,2,life sciences,"1801,0",2,Male,98,2,2, sales executive ,2,,,25166,8,,15,"3,0",3,0,"6,0",3,"3,0",2,,2,2,,1977,,False
1125,43,No,non travel,343.0, research & development ,9,3,,"1813,0",1,Male,52,3,1, research scientist ,3,,,24978,4,No,13,"3,0",3,0,,2,"2,0",3,,1,2,,1980, research scientist  -  research & development ,1
1126,41,No,travel rarely,,,35,3,,"1814,0",35,Male,85,4,2, healthcare representative ,2,Single,,15530,3,,12,"3,0",1,0,,3,"1,0",3,,1,2,,1982,,False
1127,31,No,,1125.0,,7,4,,"1833,0",1,Female,Not Available,3,3, sales executive ,1,,,8277,2,No,14,"3,0",4,2,"9,0",3,"3,0",3,,2,2,,1992,,False
1128,28,No,travel rarely,1217.0,,1,3,medical,"1834,0",3,Female,67,3,1, research scientist ,1,,"3591,0",12719,1,No,25,"4,0",3,1,,3,"3,0",3,,1,2,"3591,0",1995,,False
1129,38,No,,723.0, sales ,2,4,,"1835,0",2,Female,77,1,2, sales representative ,4,,"5405,0",4244,2,Yes,20,"4,0",1,2,"20,0",4,"2,0",4,,0,3,"5405,0",1985, sales representative  -  sales ,Yes
1130,58,No,travel frequently,1216.0, research & development ,15,4,life sciences,"1837,0",1,Male,87,3,4, research director ,3,Married,,21624,2,,14,"3,0",2,0,"23,0",3,"3,0",2,,2,2,,1965, research director  -  research & development ,Yes
1131,29,Yes,travel rarely,350.0,,13,3,,"1844,0",1,Male,56,2,1, human resources ,1,Divorced,,3157,4,,15,"3,0",4,3,,3,"3,0",2,,2,0,,1994,,False
1132,47,No,travel rarely,207.0,,9,4,life sciences,"1856,0",2,Female,64,3,1, laboratory technician ,3,Single,"2105,0",5411,4,,12,"3,0",3,0,,2,"3,0",2,,2,0,"2105,0",1976,,False
1133,28,No,,280.0,,1,2,life sciences,"1858,0",3,Male,43,3,1, human resources ,4,,,10494,1,,15,"3,0",2,1,"3,0",2,"3,0",3,,2,2,,1995,,True
1134,32,Yes,travel rarely,414.0, sales ,2,4,marketing,,3,Male,82,2,2, sales executive ,2,,,26186,7,Yes,12,"3,0",3,0,"7,0",3,"2,0",2,,2,2,,1991, sales executive  -  sales ,1
